GO ID,DO name,asimov genes, menchelab genes, both sets equal?
GO:0016864,intramolecular oxidoreductase activity; transposing S-S bonds,16,16,TRUE
GO:0003756,protein disulfide isomerase activity,16,16,TRUE
GO:0016972,thiol oxidase activity,4,4,TRUE
GO:0016667,oxidoreductase activity; acting on a sulfur group of donors,47,52,FALSE
GO:0016971,flavin-linked sulfhydryl oxidase activity,3,3,TRUE
GO:0016670,oxidoreductase activity; acting on a sulfur group of donors; oxygen as acceptor,8,8,TRUE
GO:0051185,coenzyme transmembrane transporter activity,0,6,FALSE
GO:0000295,adenine nucleotide transmembrane transporter activity,12,15,FALSE
GO:0015215,nucleotide transmembrane transporter activity,15,20,FALSE
GO:1901682,sulfur compound transmembrane transporter activity,3,36,FALSE
GO:0015605,organophosphate ester transmembrane transporter activity,19,27,FALSE
GO:0015216,purine nucleotide transmembrane transporter activity,12,16,FALSE
GO:0005346,purine ribonucleotide transmembrane transporter activity,0,15,FALSE
GO:0042887,amide transmembrane transporter activity,10,42,FALSE
GO:0051184,cofactor transmembrane transporter activity,7,20,FALSE
GO:0071077,adenosine 3';5'-bisphosphate transmembrane transporter activity,0,4,FALSE
GO:0008521,acetyl-CoA transmembrane transporter activity,1,1,TRUE
GO:0004115,3';5'-cyclic-AMP phosphodiesterase activity,14,15,FALSE
GO:0004114,3';5'-cyclic-nucleotide phosphodiesterase activity,23,24,FALSE
GO:0004112,cyclic-nucleotide phosphodiesterase activity,24,25,FALSE
GO:0004118,cGMP-stimulated cyclic-nucleotide phosphodiesterase activity,2,3,FALSE
GO:0030552,cAMP binding,11,12,FALSE
GO:0030551,cyclic nucleotide binding,18,22,FALSE
GO:0030553,cGMP binding,8,11,FALSE
GO:0047555,3';5'-cyclic-GMP phosphodiesterase activity,15,16,FALSE
GO:0005095,GTPase inhibitor activity,13,13,TRUE
GO:0008565,protein transporter activity,77,79,FALSE
GO:0003899,DNA-directed 5'-3' RNA polymerase activity,34,35,FALSE
GO:0034062,5'-3' RNA polymerase activity,37,38,FALSE
GO:0097747,RNA polymerase activity,37,38,FALSE
GO:0004686,elongation factor-2 kinase activity,1,1,TRUE
GO:0004683,calmodulin-dependent protein kinase activity,25,26,FALSE
GO:0005516,calmodulin binding,86,90,FALSE
GO:0033558,protein deacetylase activity,14,45,FALSE
GO:0004407,histone deacetylase activity,43,43,TRUE
GO:0016811,hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds; in linear amides,76,85,FALSE
GO:0016810,hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds,123,135,FALSE
GO:0003730,mRNA 3'-UTR binding,72,74,FALSE
GO:0045182,translation regulator activity,31,49,FALSE
GO:0048027,mRNA 5'-UTR binding,22,22,TRUE
GO:0030742,GTP-dependent protein binding,6,6,TRUE
GO:0016307,phosphatidylinositol phosphate kinase activity,13,14,FALSE
GO:0035005,1-phosphatidylinositol-4-phosphate 3-kinase activity,6,7,FALSE
GO:0004896,cytokine receptor activity,61,90,FALSE
GO:0016167,glial cell-derived neurotrophic factor receptor activity,2,4,FALSE
GO:0046982,protein heterodimerization activity,166,184,FALSE
GO:0015923,mannosidase activity,15,15,TRUE
GO:0004567,beta-mannosidase activity,1,1,TRUE
GO:0004553,hydrolase activity; hydrolyzing O-glycosyl compounds,75,80,FALSE
GO:0002162,dystroglycan binding,3,3,TRUE
GO:0033691,sialic acid binding,10,10,TRUE
GO:0005539,glycosaminoglycan binding,116,129,FALSE
GO:0035374,chondroitin sulfate binding,9,9,TRUE
GO:0043395,heparan sulfate proteoglycan binding,9,11,FALSE
GO:0043394,proteoglycan binding,6,17,FALSE
GO:0008475,procollagen-lysine 5-dioxygenase activity,3,3,TRUE
GO:0070815,peptidyl-lysine 5-dioxygenase activity,4,4,TRUE
GO:0046527,glucosyltransferase activity,8,16,FALSE
GO:0033823,procollagen glucosyltransferase activity,3,3,TRUE
GO:0005436,sodium:phosphate symporter activity,7,9,FALSE
GO:1901702,salt transmembrane transporter activity,0,3,FALSE
GO:0015143,urate transmembrane transporter activity,2,3,FALSE
GO:0015562,efflux transmembrane transporter activity,4,5,FALSE
GO:0019534,toxin transmembrane transporter activity,4,5,FALSE
GO:0003705,transcription factor activity; RNA polymerase II distal enhancer sequence-specific binding,49,76,FALSE
GO:0004879,nuclear receptor activity,38,40,FALSE
GO:0098531,transcription factor activity; direct ligand regulated sequence-specific DNA binding,2,42,FALSE
GO:0016676,oxidoreductase activity; acting on a heme group of donors; oxygen as acceptor,0,18,FALSE
GO:0016675,oxidoreductase activity; acting on a heme group of donors,0,18,FALSE
GO:0004129,cytochrome-c oxidase activity,18,18,TRUE
GO:0009055,electron transfer activity,83,85,FALSE
GO:0015002,heme-copper terminal oxidase activity,0,18,FALSE
GO:0015078,proton transmembrane transporter activity,59,109,FALSE
GO:0061133,endopeptidase activator activity,6,6,TRUE
GO:0061135,endopeptidase regulator activity,0,121,FALSE
GO:0016504,peptidase activator activity,32,33,FALSE
GO:0070628,proteasome binding,12,12,TRUE
GO:0008270,zinc ion binding,296,310,FALSE
GO:0008139,nuclear localization sequence binding,20,23,FALSE
GO:0005048,signal sequence binding,37,40,FALSE
GO:0070410,co-SMAD binding,2,2,TRUE
GO:0017064,fatty acid amide hydrolase activity,2,2,TRUE
GO:0008331,high voltage-gated calcium channel activity,9,9,TRUE
GO:0019905,syntaxin binding,38,38,TRUE
GO:0016505,peptidase activator activity involved in apoptotic process,18,19,FALSE
GO:0005137,interleukin-5 receptor binding,1,1,TRUE
GO:0008093,cytoskeletal adaptor activity,10,10,TRUE
GO:0045545,syndecan binding,3,4,FALSE
GO:0005548,phospholipid transporter activity,48,54,FALSE
GO:0008526,phosphatidylinositol transporter activity,7,8,FALSE
GO:1990782,protein tyrosine kinase binding,3,38,FALSE
GO:0030971,receptor tyrosine kinase binding,24,35,FALSE
GO:0019901,protein kinase binding,172,217,FALSE
GO:0019900,kinase binding,193,238,FALSE
GO:0070300,phosphatidic acid binding,16,16,TRUE
GO:0030515,snoRNA binding,29,30,FALSE
GO:0008094,DNA-dependent ATPase activity,52,79,FALSE
GO:0008026,ATP-dependent helicase activity,7,68,FALSE
GO:0004003,ATP-dependent DNA helicase activity,34,34,TRUE
GO:0070035,purine NTP-dependent helicase activity,0,68,FALSE
GO:0042623,ATPase activity; coupled,102,313,FALSE
GO:0003678,DNA helicase activity,48,48,TRUE
GO:0140097,catalytic activity; acting on DNA,17,171,FALSE
GO:0004386,helicase activity,90,91,FALSE
GO:0004004,ATP-dependent RNA helicase activity,39,39,TRUE
GO:0003724,RNA helicase activity,46,46,TRUE
GO:0008186,RNA-dependent ATPase activity,5,41,FALSE
GO:0003727,single-stranded RNA binding,70,74,FALSE
GO:0070717,poly-purine tract binding,25,26,FALSE
GO:0008143,poly(A) binding,19,20,FALSE
GO:0031369,translation initiation factor binding,21,22,FALSE
GO:0008190,eukaryotic initiation factor 4E binding,8,9,FALSE
GO:0097617,annealing activity,1,13,FALSE
GO:0033592,RNA strand annealing activity,5,5,TRUE
GO:0003725,double-stranded RNA binding,68,69,FALSE
GO:0035613,RNA stem-loop binding,11,15,FALSE
GO:0043021,ribonucleoprotein complex binding,77,79,FALSE
GO:0043024,ribosomal small subunit binding,13,13,TRUE
GO:0043273,CTPase activity,1,1,TRUE
GO:0031732,CCR7 chemokine receptor binding,2,2,TRUE
GO:0001653,peptide receptor activity,121,127,FALSE
GO:0008528,G-protein coupled peptide receptor activity,115,121,FALSE
GO:0001637,G-protein coupled chemoattractant receptor activity,24,26,FALSE
GO:0004950,chemokine receptor activity,24,26,FALSE
GO:0016701,oxidoreductase activity; acting on single donors with incorporation of molecular oxygen,23,25,FALSE
GO:0016702,oxidoreductase activity; acting on single donors with incorporation of molecular oxygen; incorporation of two atoms of oxygen,23,24,FALSE
GO:0008127,quercetin 2;3-dioxygenase activity,1,1,TRUE
GO:0005053,peroxisome matrix targeting signal-2 binding,1,1,TRUE
GO:0000268,peroxisome targeting sequence binding,5,5,TRUE
GO:0051117,ATPase binding,15,15,TRUE
GO:0001077,proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific,201,212,FALSE
GO:0004722,protein serine/threonine phosphatase activity,67,68,FALSE
GO:0016776,phosphotransferase activity; phosphate group as acceptor,25,35,FALSE
GO:0004550,nucleoside diphosphate kinase activity,12,14,FALSE
GO:1901611,phosphatidylglycerol binding,12,12,TRUE
GO:1901612,cardiolipin binding,8,8,TRUE
GO:0052689,carboxylic ester hydrolase activity,40,100,FALSE
GO:0004559,alpha-mannosidase activity,14,14,TRUE
GO:0042132,fructose 1;6-bisphosphate 1-phosphatase activity,2,2,TRUE
GO:0019203,carbohydrate phosphatase activity,8,10,FALSE
GO:0050308,sugar-phosphatase activity,8,10,FALSE
GO:0016885,ligase activity; forming carbon-carbon bonds,6,6,TRUE
GO:0003989,acetyl-CoA carboxylase activity,2,2,TRUE
GO:0016421,CoA carboxylase activity,4,4,TRUE
GO:0008478,pyridoxal kinase activity,1,1,TRUE
GO:0030170,pyridoxal phosphate binding,19,20,FALSE
GO:0070279,vitamin B6 binding,0,21,FALSE
GO:0031420,alkali metal ion binding,11,11,TRUE
GO:0030955,potassium ion binding,7,7,TRUE
GO:0031402,sodium ion binding,7,7,TRUE
GO:0031403,lithium ion binding,2,2,TRUE
GO:0016215,acyl-CoA desaturase activity,3,3,TRUE
GO:0016717,oxidoreductase activity; acting on paired donors; with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water,5,5,TRUE
GO:0004768,stearoyl-CoA 9-desaturase activity,2,2,TRUE
GO:0035591,signaling adaptor activity,7,65,FALSE
GO:0005070,SH3/SH2 adaptor activity,41,42,FALSE
GO:0008269,JAK pathway signal transduction adaptor activity,1,1,TRUE
GO:0008195,phosphatidate phosphatase activity,10,13,FALSE
GO:0042392,sphingosine-1-phosphate phosphatase activity,4,5,FALSE
GO:0042577,lipid phosphatase activity,10,11,FALSE
GO:0033613,activating transcription factor binding,7,26,FALSE
GO:0001102,RNA polymerase II activating transcription factor binding,18,18,TRUE
GO:0043426,MRF binding,4,4,TRUE
GO:0005131,growth hormone receptor binding,7,8,FALSE
GO:0004713,protein tyrosine kinase activity,154,156,FALSE
GO:0001786,phosphatidylserine binding,46,47,FALSE
GO:0015250,water channel activity,9,15,FALSE
GO:0005372,water transmembrane transporter activity,9,15,FALSE
GO:0015166,polyol transmembrane transporter activity,2,8,FALSE
GO:0015254,glycerol channel activity,2,4,FALSE
GO:0015168,glycerol transmembrane transporter activity,4,6,FALSE
GO:1901618,organic hydroxy compound transmembrane transporter activity,2,35,FALSE
GO:0015144,carbohydrate transmembrane transporter activity,25,34,FALSE
GO:0000104,succinate dehydrogenase activity,4,4,TRUE
GO:0016627,oxidoreductase activity; acting on the CH-CH group of donors,47,49,FALSE
GO:0048038,quinone binding,11,11,TRUE
GO:0048039,ubiquinone binding,7,7,TRUE
GO:0045294,alpha-catenin binding,5,5,TRUE
GO:0045295,gamma-catenin binding,4,4,TRUE
GO:0035612,AP-2 adaptor complex binding,7,7,TRUE
GO:0019210,kinase inhibitor activity,51,59,FALSE
GO:0004860,protein kinase inhibitor activity,47,55,FALSE
GO:0043891,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity,2,2,TRUE
GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,2,2,TRUE
GO:0000036,acyl carrier activity,1,1,TRUE
GO:0051192,prosthetic group binding,1,1,TRUE
GO:0044620,ACP phosphopantetheine attachment site binding,1,1,TRUE
GO:0005504,fatty acid binding,24,30,FALSE
GO:0033293,monocarboxylic acid binding,6,61,FALSE
GO:0003777,microtubule motor activity,73,75,FALSE
GO:0030507,spectrin binding,17,17,TRUE
GO:0030165,PDZ domain binding,32,34,FALSE
GO:0097110,scaffold protein binding,14,14,TRUE
GO:0008420,RNA polymerase II CTD heptapeptide repeat phosphatase activity,7,7,TRUE
GO:0015036,disulfide oxidoreductase activity,32,34,FALSE
GO:0015035,protein disulfide oxidoreductase activity,11,12,FALSE
GO:0008201,heparin binding,81,87,FALSE
GO:0048248,CXCR3 chemokine receptor binding,4,4,TRUE
GO:0045236,CXCR chemokine receptor binding,8,8,TRUE
GO:0004528,phosphodiesterase I activity,5,5,TRUE
GO:0047429,nucleoside-triphosphate diphosphatase activity,9,10,FALSE
GO:0005109,frizzled binding,27,29,FALSE
GO:0140030,modification-dependent protein binding,48,127,FALSE
GO:0140034,methylation-dependent protein binding,0,62,FALSE
GO:0035064,methylated histone binding,59,62,FALSE
GO:0042393,histone binding,151,156,FALSE
GO:0005484,SNAP receptor activity,29,29,TRUE
GO:0005178,integrin binding,74,78,FALSE
GO:0043492,ATPase activity; coupled to movement of substances,1,115,FALSE
GO:0015399,primary active transmembrane transporter activity,39,104,FALSE
GO:0042626,ATPase activity; coupled to transmembrane movement of substances,38,100,FALSE
GO:0015405,P-P-bond-hydrolysis-driven transmembrane transporter activity,38,103,FALSE
GO:1900750,oligopeptide binding,0,10,FALSE
GO:0043295,glutathione binding,9,9,TRUE
GO:0050220,prostaglandin-E synthase activity,4,4,TRUE
GO:0042800,histone methyltransferase activity (H3-K4 specific),14,15,FALSE
GO:0005092,GDP-dissociation inhibitor activity,10,10,TRUE
GO:0008536,Ran GTPase binding,16,20,FALSE
GO:0008173,RNA methyltransferase activity,38,57,FALSE
GO:0140101,catalytic activity; acting on a tRNA,0,104,FALSE
GO:0008175,tRNA methyltransferase activity,25,30,FALSE
GO:0016428,tRNA (cytosine-5-)-methyltransferase activity,4,4,TRUE
GO:0016427,tRNA (cytosine) methyltransferase activity,8,8,TRUE
GO:0043028,cysteine-type endopeptidase regulator activity involved in apoptotic process,1,40,FALSE
GO:0008656,cysteine-type endopeptidase activator activity involved in apoptotic process,16,17,FALSE
GO:0002020,protease binding,23,23,TRUE
GO:0089720,caspase binding,5,5,TRUE
GO:0052745,inositol phosphate phosphatase activity,18,18,TRUE
GO:0052834,inositol monophosphate phosphatase activity,2,2,TRUE
GO:0008934,inositol monophosphate 1-phosphatase activity,2,2,TRUE
GO:0052832,inositol monophosphate 3-phosphatase activity,2,2,TRUE
GO:0052833,inositol monophosphate 4-phosphatase activity,2,2,TRUE
GO:0004708,MAP kinase kinase activity,14,14,TRUE
GO:0019903,protein phosphatase binding,44,45,FALSE
GO:0003986,acetyl-CoA hydrolase activity,4,4,TRUE
GO:0052815,medium-chain acyl-CoA hydrolase activity,2,2,TRUE
GO:0052816,long-chain acyl-CoA hydrolase activity,2,2,TRUE
GO:0017169,CDP-alcohol phosphatidyltransferase activity,7,7,TRUE
GO:0003881,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity,1,1,TRUE
GO:0016780,phosphotransferase activity; for other substituted phosphate groups,17,17,TRUE
GO:0010698,acetyltransferase activator activity,2,2,TRUE
GO:0008327,methyl-CpG binding,21,24,FALSE
GO:0008469,histone-arginine N-methyltransferase activity,9,9,TRUE
GO:0016274,protein-arginine N-methyltransferase activity,12,12,TRUE
GO:0016273,arginine N-methyltransferase activity,0,12,FALSE
GO:0035243,protein-arginine omega-N symmetric methyltransferase activity,4,4,TRUE
GO:0044020,histone methyltransferase activity (H4-R3 specific),4,4,TRUE
GO:0043621,protein self-association,34,35,FALSE
GO:0003720,telomerase activity,7,7,TRUE
GO:0003964,RNA-directed DNA polymerase activity,7,7,TRUE
GO:0034061,DNA polymerase activity,26,26,TRUE
GO:0003721,telomerase RNA reverse transcriptase activity,1,1,TRUE
GO:0003968,RNA-directed 5'-3' RNA polymerase activity,1,1,TRUE
GO:0042162,telomeric DNA binding,35,38,FALSE
GO:0070034,telomerase RNA binding,14,14,TRUE
GO:0098680,template-free RNA nucleotidyltransferase,1,1,TRUE
GO:0035173,histone kinase activity,4,17,FALSE
GO:0035402,histone kinase activity (H3-T11 specific),2,2,TRUE
GO:0035184,histone threonine kinase activity,7,7,TRUE
GO:0047341,fucose-1-phosphate guanylyltransferase activity,1,1,TRUE
GO:0070568,guanylyltransferase activity,5,5,TRUE
GO:0008240,tripeptidyl-peptidase activity,2,2,TRUE
GO:0008238,exopeptidase activity,80,91,FALSE
GO:0005021,vascular endothelial growth factor-activated receptor activity,7,7,TRUE
GO:0004714,transmembrane receptor protein tyrosine kinase activity,64,64,TRUE
GO:0015026,coreceptor activity,38,39,FALSE
GO:0017154,semaphorin receptor activity,11,11,TRUE
GO:0032813,tumor necrosis factor receptor superfamily binding,16,16,TRUE
GO:0005164,tumor necrosis factor receptor binding,4,4,TRUE
GO:0008467,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,4,7,FALSE
GO:0034483,heparan sulfate sulfotransferase activity,9,14,FALSE
GO:0019992,diacylglycerol binding,9,9,TRUE
GO:0001594,trace-amine receptor activity,2,6,FALSE
GO:1990081,trimethylamine receptor activity,0,1,FALSE
GO:0008227,G-protein coupled amine receptor activity,38,56,FALSE
GO:0003823,antigen binding,40,43,FALSE
GO:0005089,Rho guanyl-nucleotide exchange factor activity,60,60,TRUE
GO:0017048,Rho GTPase binding,54,115,FALSE
GO:0030544,Hsp70 protein binding,11,11,TRUE
GO:0008198,ferrous iron binding,19,21,FALSE
GO:0048244,phytanoyl-CoA dioxygenase activity,1,1,TRUE
GO:0017168,5-oxoprolinase (ATP-hydrolyzing) activity,1,1,TRUE
GO:0016812,hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds; in cyclic amides,6,6,TRUE
GO:0045125,bioactive lipid receptor activity,7,7,TRUE
GO:0072509,divalent inorganic cation transmembrane transporter activity,1,23,FALSE
GO:0046915,transition metal ion transmembrane transporter activity,33,34,FALSE
GO:0005385,zinc ion transmembrane transporter activity,20,20,TRUE
GO:0047323,[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity,1,1,TRUE
GO:0004364,glutathione transferase activity,25,26,FALSE
GO:0016846,carbon-sulfur lyase activity,10,10,TRUE
GO:0004464,leukotriene-C4 synthase activity,4,4,TRUE
GO:0004602,glutathione peroxidase activity,17,18,FALSE
GO:0017022,myosin binding,22,22,TRUE
GO:0008384,IkappaB kinase activity,2,2,TRUE
GO:0034212,peptide N-acetyltransferase activity,66,67,FALSE
GO:0016407,acetyltransferase activity,87,100,FALSE
