GO ID,DO name,asimov genes, menchelab genes, both sets equal?
GO:0061573,actin filament bundle retrograde transport,1,1,TRUE
GO:0030036,actin cytoskeleton organization,210,510,FALSE
GO:0007010,cytoskeleton organization,607,1085,FALSE
GO:0007015,actin filament organization,146,319,FALSE
GO:0097435,supramolecular fiber organization,156,536,FALSE
GO:0030010,establishment of cell polarity,36,91,FALSE
GO:2000114,regulation of establishment of cell polarity,14,17,FALSE
GO:0032878,regulation of establishment or maintenance of cell polarity,17,20,FALSE
GO:2001222,regulation of neuron migration,5,23,FALSE
GO:2001224,positive regulation of neuron migration,11,12,FALSE
GO:2000145,regulation of cell motility,539,676,FALSE
GO:2000147,positive regulation of cell motility,12,387,FALSE
GO:0030334,regulation of cell migration,510,626,FALSE
GO:0051272,positive regulation of cellular component movement,8,397,FALSE
GO:0040012,regulation of locomotion,582,730,FALSE
GO:0032879,regulation of localization,777,1975,FALSE
GO:0030335,positive regulation of cell migration,196,373,FALSE
GO:0051270,regulation of cellular component movement,1,737,FALSE
GO:0040017,positive regulation of locomotion,22,410,FALSE
GO:0001764,neuron migration,43,69,FALSE
GO:0015749,monosaccharide transmembrane transport,23,82,FALSE
GO:0008645,hexose transmembrane transport,21,80,FALSE
GO:0008643,carbohydrate transport,30,90,FALSE
GO:0055085,transmembrane transport,85,996,FALSE
GO:0034219,carbohydrate transmembrane transport,23,82,FALSE
GO:0009101,glycoprotein biosynthetic process,8,265,FALSE
GO:1901566,organonitrogen compound biosynthetic process,0,1495,FALSE
GO:0043413,macromolecule glycosylation,1,195,FALSE
GO:0070085,glycosylation,13,204,FALSE
GO:0006486,protein glycosylation,162,194,FALSE
GO:1901137,carbohydrate derivative biosynthetic process,0,597,FALSE
GO:1901135,carbohydrate derivative metabolic process,36,989,FALSE
GO:0016266,O-glycan processing,51,59,FALSE
GO:0006493,protein O-linked glycosylation,84,96,FALSE
GO:0009100,glycoprotein metabolic process,72,324,FALSE
GO:0045444,fat cell differentiation,54,129,FALSE
GO:0051259,protein complex oligomerization,294,331,FALSE
GO:0051291,protein heterooligomerization,34,56,FALSE
GO:0051056,regulation of small GTPase mediated signal transduction,216,224,FALSE
GO:0006914,autophagy,134,398,FALSE
GO:0000045,autophagosome assembly,48,82,FALSE
GO:0007033,vacuole organization,31,130,FALSE
GO:1905037,autophagosome organization,1,83,FALSE
GO:0016236,macroautophagy,91,257,FALSE
GO:0061919,process utilizing autophagic mechanism,2,398,FALSE
GO:0032270,positive regulation of cellular protein metabolic process,16,1265,FALSE
GO:0042327,positive regulation of phosphorylation,38,854,FALSE
GO:0042325,regulation of phosphorylation,86,1212,FALSE
GO:0051247,positive regulation of protein metabolic process,13,1344,FALSE
GO:0032268,regulation of cellular protein metabolic process,1284,1946,FALSE
GO:0045937,positive regulation of phosphate metabolic process,1,902,FALSE
GO:0031399,regulation of protein modification process,1280,1401,FALSE
GO:0001934,positive regulation of protein phosphorylation,689,816,FALSE
GO:0019220,regulation of phosphate metabolic process,186,1348,FALSE
GO:0006796,phosphate-containing compound metabolic process,567,2551,FALSE
GO:0001932,regulation of protein phosphorylation,1052,1129,FALSE
GO:0006793,phosphorus metabolic process,577,2577,FALSE
GO:0016310,phosphorylation,49,1768,FALSE
GO:0051174,regulation of phosphorus metabolic process,186,1349,FALSE
GO:0006468,protein phosphorylation,667,1514,FALSE
GO:0010562,positive regulation of phosphorus metabolic process,1,902,FALSE
GO:0031401,positive regulation of protein modification process,41,984,FALSE
GO:0051246,regulation of protein metabolic process,324,2098,FALSE
GO:0031329,regulation of cellular catabolic process,269,632,FALSE
GO:0010508,positive regulation of autophagy,81,87,FALSE
GO:0009896,positive regulation of catabolic process,122,324,FALSE
GO:0031331,positive regulation of cellular catabolic process,63,275,FALSE
GO:0010506,regulation of autophagy,251,260,FALSE
GO:0009894,regulation of catabolic process,279,704,FALSE
GO:0018193,peptidyl-amino acid modification,107,880,FALSE
GO:0010799,regulation of peptidyl-threonine phosphorylation,0,35,FALSE
GO:0010800,positive regulation of peptidyl-threonine phosphorylation,22,23,FALSE
GO:0018107,peptidyl-threonine phosphorylation,58,96,FALSE
GO:0018210,peptidyl-threonine modification,0,103,FALSE
GO:0031647,regulation of protein stability,226,233,FALSE
GO:0031648,protein destabilization,30,30,TRUE
GO:0018209,peptidyl-serine modification,0,245,FALSE
GO:0033138,positive regulation of peptidyl-serine phosphorylation,86,88,FALSE
GO:0018105,peptidyl-serine phosphorylation,126,231,FALSE
GO:0033135,regulation of peptidyl-serine phosphorylation,3,109,FALSE
GO:0006952,defense response,402,1105,FALSE
GO:0051707,response to other organism,240,553,FALSE
GO:0043207,response to external biotic stimulus,240,553,FALSE
GO:0042742,defense response to bacterium,111,160,FALSE
GO:0009607,response to biotic stimulus,14,579,FALSE
GO:0009617,response to bacterium,125,322,FALSE
GO:0098542,defense response to other organism,1,304,FALSE
GO:0045087,innate immune response,132,601,FALSE
GO:0006955,immune response,385,1611,FALSE
GO:0050821,protein stabilization,154,156,FALSE
GO:0050829,defense response to Gram-negative bacterium,51,73,FALSE
GO:0050778,positive regulation of immune response,3,601,FALSE
GO:0001961,positive regulation of cytokine-mediated signaling pathway,30,33,FALSE
GO:0001959,regulation of cytokine-mediated signaling pathway,122,128,FALSE
GO:0009967,positive regulation of signal transduction,288,1219,FALSE
GO:0060760,positive regulation of response to cytokine stimulus,6,39,FALSE
GO:0060335,positive regulation of interferon-gamma-mediated signaling pathway,4,4,TRUE
GO:0060759,regulation of response to cytokine stimulus,0,138,FALSE
GO:0031347,regulation of defense response,230,546,FALSE
GO:0019221,cytokine-mediated signaling pathway,531,643,FALSE
GO:0045089,positive regulation of innate immune response,16,275,FALSE
GO:0048584,positive regulation of response to stimulus,16,1785,FALSE
GO:0071346,cellular response to interferon-gamma,48,132,FALSE
GO:0060332,positive regulation of response to interferon-gamma,0,4,FALSE
GO:0050776,regulation of immune response,172,781,FALSE
GO:0002684,positive regulation of immune system process,148,807,FALSE
GO:0060334,regulation of interferon-gamma-mediated signaling pathway,13,23,FALSE
GO:0045088,regulation of innate immune response,14,324,FALSE
GO:0031349,positive regulation of defense response,65,349,FALSE
GO:0034097,response to cytokine,286,827,FALSE
GO:0034341,response to interferon-gamma,66,149,FALSE
GO:0060333,interferon-gamma-mediated signaling pathway,63,83,FALSE
GO:0002682,regulation of immune system process,524,1146,FALSE
GO:0010647,positive regulation of cell communication,45,1313,FALSE
GO:0060330,regulation of response to interferon-gamma,1,23,FALSE
GO:0071345,cellular response to cytokine stimulus,60,767,FALSE
GO:0023056,positive regulation of signaling,0,1320,FALSE
GO:0061635,regulation of protein complex stability,9,9,TRUE
GO:0042158,lipoprotein biosynthetic process,0,82,FALSE
GO:0006497,protein lipidation,58,82,FALSE
GO:0018410,C-terminal protein amino acid modification,2,11,FALSE
GO:0061739,protein lipidation involved in autophagosome assembly,1,1,TRUE
GO:0042157,lipoprotein metabolic process,5,96,FALSE
GO:0006501,C-terminal protein lipidation,5,5,TRUE
GO:0043687,post-translational protein modification,338,356,FALSE
GO:0019722,calcium-mediated signaling,96,176,FALSE
GO:0061762,CAMKK-AMPK signaling cascade,3,5,FALSE
GO:0019932,second-messenger-mediated signaling,152,341,FALSE
GO:0099004,calmodulin dependent kinase signaling pathway,1,6,FALSE
GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,24,53,FALSE
GO:0002253,activation of immune response,323,483,FALSE
GO:0002758,innate immune response-activating signal transduction,93,210,FALSE
GO:0002221,pattern recognition receptor signaling pathway,92,158,FALSE
GO:0070431,nucleotide-binding oligomerization domain containing 2 signaling pathway,6,9,FALSE
GO:0030522,intracellular receptor signaling pathway,88,212,FALSE
GO:0002764,immune response-regulating signaling pathway,67,433,FALSE
GO:0002218,activation of innate immune response,112,229,FALSE
GO:0002757,immune response-activating signal transduction,227,408,FALSE
GO:0035872,nucleotide-binding domain; leucine rich repeat containing receptor signaling pathway,1,33,FALSE
GO:0070423,nucleotide-binding oligomerization domain containing signaling pathway,24,32,FALSE
GO:0002237,response to molecule of bacterial origin,150,183,FALSE
GO:0033993,response to lipid,16,480,FALSE
GO:0071222,cellular response to lipopolysaccharide,88,121,FALSE
GO:0032496,response to lipopolysaccharide,134,167,FALSE
GO:0071219,cellular response to molecule of bacterial origin,4,130,FALSE
GO:0071216,cellular response to biotic stimulus,6,146,FALSE
GO:0071396,cellular response to lipid,0,369,FALSE
GO:0051347,positive regulation of transferase activity,49,506,FALSE
GO:0065009,regulation of molecular function,1118,2016,FALSE
GO:0043085,positive regulation of catalytic activity,84,938,FALSE
GO:0051338,regulation of transferase activity,6,754,FALSE
GO:0050790,regulation of catalytic activity,430,1518,FALSE
GO:0033674,positive regulation of kinase activity,15,440,FALSE
GO:0043549,regulation of kinase activity,4,659,FALSE
GO:0071900,regulation of protein serine/threonine kinase activity,93,393,FALSE
GO:0044093,positive regulation of molecular function,332,1211,FALSE
GO:0045860,positive regulation of protein kinase activity,320,410,FALSE
GO:0045859,regulation of protein kinase activity,113,605,FALSE
GO:0071902,positive regulation of protein serine/threonine kinase activity,37,251,FALSE
GO:0044403,symbiont process,186,395,FALSE
GO:0075071,autophagy involved in symbiotic interaction,5,5,TRUE
GO:0044419,interspecies interaction between organisms,259,438,FALSE
GO:0075044,autophagy of host cells involved in interaction with symbiont,5,5,TRUE
GO:0009615,response to virus,111,233,FALSE
GO:0098586,cellular response to virus,16,38,FALSE
GO:0097352,autophagosome maturation,27,39,FALSE
GO:0010638,positive regulation of organelle organization,122,501,FALSE
GO:0022411,cellular component disassembly,258,457,FALSE
GO:0043244,regulation of protein complex disassembly,8,74,FALSE
GO:0016239,positive regulation of macroautophagy,41,48,FALSE
GO:1901098,positive regulation of autophagosome maturation,6,6,TRUE
GO:1901096,regulation of autophagosome maturation,1,11,FALSE
GO:0032984,protein-containing complex disassembly,190,284,FALSE
GO:0043243,positive regulation of protein complex disassembly,6,28,FALSE
GO:0016241,regulation of macroautophagy,75,137,FALSE
GO:0030216,keratinocyte differentiation,45,259,FALSE
GO:0031424,keratinization,95,193,FALSE
GO:0009913,epidermal cell differentiation,58,289,FALSE
GO:0008544,epidermis development,67,341,FALSE
GO:0043588,skin development,20,306,FALSE
GO:0006820,anion transport,223,424,FALSE
GO:0006821,chloride transport,56,64,FALSE
GO:0015698,inorganic anion transport,78,96,FALSE
GO:0006811,ion transport,671,1217,FALSE
GO:0034220,ion transmembrane transport,157,769,FALSE
GO:2001226,negative regulation of chloride transport,1,2,FALSE
GO:0044092,negative regulation of molecular function,204,738,FALSE
GO:1903796,negative regulation of inorganic anion transmembrane transport,0,1,FALSE
GO:0010360,negative regulation of anion channel activity,3,3,TRUE
GO:0032413,negative regulation of ion transmembrane transporter activity,29,50,FALSE
GO:0034765,regulation of ion transmembrane transport,41,253,FALSE
GO:0098661,inorganic anion transmembrane transport,0,52,FALSE
GO:2001225,regulation of chloride transport,1,6,FALSE
GO:0034762,regulation of transmembrane transport,95,311,FALSE
GO:0034766,negative regulation of ion transmembrane transport,0,63,FALSE
GO:0034763,negative regulation of transmembrane transport,2,77,FALSE
GO:1902938,regulation of intracellular calcium activated chloride channel activity,2,3,FALSE
GO:1903960,negative regulation of anion transmembrane transport,0,10,FALSE
GO:0032412,regulation of ion transmembrane transporter activity,61,185,FALSE
GO:0043269,regulation of ion transport,187,391,FALSE
GO:0043271,negative regulation of ion transport,21,91,FALSE
GO:0044070,regulation of anion transport,6,50,FALSE
GO:0051051,negative regulation of transport,15,322,FALSE
GO:1902939,negative regulation of intracellular calcium activated chloride channel activity,1,1,TRUE
GO:1903795,regulation of inorganic anion transmembrane transport,0,4,FALSE
GO:1903792,negative regulation of anion transport,2,19,FALSE
GO:0032410,negative regulation of transporter activity,35,57,FALSE
GO:0032409,regulation of transporter activity,124,200,FALSE
GO:0010359,regulation of anion channel activity,8,8,TRUE
GO:0022898,regulation of transmembrane transporter activity,65,189,FALSE
GO:0098656,anion transmembrane transport,7,149,FALSE
GO:1903959,regulation of anion transmembrane transport,4,19,FALSE
GO:0098660,inorganic ion transmembrane transport,0,532,FALSE
GO:0051049,regulation of transport,623,1264,FALSE
GO:0006954,inflammatory response,212,444,FALSE
GO:0032956,regulation of actin cytoskeleton organization,63,254,FALSE
GO:0051493,regulation of cytoskeleton organization,21,406,FALSE
GO:0032970,regulation of actin filament-based process,66,290,FALSE
GO:0042476,odontogenesis,43,57,FALSE
GO:0042475,odontogenesis of dentin-containing tooth,22,29,FALSE
GO:0009887,animal organ morphogenesis,216,535,FALSE
GO:0043087,regulation of GTPase activity,224,239,FALSE
GO:0043547,positive regulation of GTPase activity,168,183,FALSE
GO:0051345,positive regulation of hydrolase activity,12,458,FALSE
GO:0051336,regulation of hydrolase activity,362,776,FALSE
GO:0008284,positive regulation of cell proliferation,463,622,FALSE
GO:0008283,cell proliferation,386,1405,FALSE
GO:0050678,regulation of epithelial cell proliferation,136,207,FALSE
GO:0060054,positive regulation of epithelial cell proliferation involved in wound healing,7,7,TRUE
GO:0050673,epithelial cell proliferation,39,232,FALSE
GO:0042127,regulation of cell proliferation,1023,1089,FALSE
GO:0050679,positive regulation of epithelial cell proliferation,41,125,FALSE
GO:0042744,hydrogen peroxide catabolic process,20,23,FALSE
GO:0072593,reactive oxygen species metabolic process,45,180,FALSE
GO:0042743,hydrogen peroxide metabolic process,2,38,FALSE
GO:0017001,antibiotic catabolic process,22,40,FALSE
GO:0051187,cofactor catabolic process,0,47,FALSE
GO:0016999,antibiotic metabolic process,78,111,FALSE
GO:0051186,cofactor metabolic process,216,471,FALSE
GO:0055114,oxidation-reduction process,128,452,FALSE
GO:0032981,mitochondrial respiratory chain complex I assembly,63,64,FALSE
GO:0007005,mitochondrion organization,189,448,FALSE
GO:0010257,NADH dehydrogenase complex assembly,63,64,FALSE
GO:0033108,mitochondrial respiratory chain complex assembly,7,94,FALSE
GO:0007129,synapsis,8,25,FALSE
GO:0007130,synaptonemal complex assembly,9,11,FALSE
GO:0070193,synaptonemal complex organization,0,11,FALSE
GO:0007131,reciprocal meiotic recombination,26,48,FALSE
GO:0035825,homologous recombination,26,48,FALSE
GO:0006310,DNA recombination,53,206,FALSE
GO:0007283,spermatogenesis,133,225,FALSE
GO:0006633,fatty acid biosynthetic process,44,116,FALSE
GO:0006631,fatty acid metabolic process,202,279,FALSE
GO:0019367,fatty acid elongation; saturated fatty acid,7,7,TRUE
GO:0044281,small molecule metabolic process,98,1651,FALSE
GO:0046394,carboxylic acid biosynthetic process,0,334,FALSE
